Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30
25-30岁,不愿透露,6-8年,社会科学,副教授,有所了解,每周,"自我评估, 学生反馈分析, 教学日志, 导师/同事讨论, 同行观察",一般,无回答,研究压力,60小时以上,不太满意,非常好,"教学: 47%, 研究: 46%, 行政工作: 22%, 其他: -15%",很少,中立,经常,"职称评定, 工作不稳定性, 申请资助",无回答,比较支持,很少,不太鼓励,非常合理,从未,"提高教学质量: 5, 增强研究能力: 3, 改善时间管理: 4, 减轻工作压力: 1, 明确职业目标: 4",一般,无回答,无回答,无回答
31-35岁,女,8年以上,自然科学,讲师,不太熟悉,每月,"同行观察, 教学日志, 学生反馈分析, 导师/同事讨论, 自我评估",非常有帮助,无回答,"行政工作, 时间管理",60小时以上,非常不满意,不太好,"教学: 43%, 研究: 34%, 行政工作: 16%, 其他: 7%",经常,比较同意,经常,"职称评定, 同行竞争, 申请资助",无回答,中立,经常,比较鼓励,非常不合理,从未,"提高教学质量: 4, 增强研究能力: 2, 改善时间管理: 5, 减轻工作压力: 3, 明确职业目标: 2",非常有帮助,无回答,无回答,无回答
25-30岁,男,8年以上,其他,讲师,非常熟悉,每周,"教学日志, 学生反馈分析, 导师/同事讨论, 研究日志, 同行观察, 自我评估",非常有帮助,无回答,"职业发展不确定性, 时间管理",40小时以下,非常不满意,一般,"教学: 31%, 研究: 45%, 行政工作: 15%, 其他: 9%",经常,非常同意,总是,"发表压力, 工作不稳定性",无回答,比较支持,经常,中立,比较合理,有时,"提高教学质量: 3, 增强研究能力: 2, 改善时间管理: 3, 减轻工作压力: 1, 明确职业目标: 4",一般,无回答,无回答,无回答
25-30岁,女,0-2年,自然科学,其他,完全不熟悉,每月,"研究日志, 导师/同事讨论, 自我评估, 教学日志, 同行观察, 学生反馈分析",比较有帮助,无回答,"时间管理, 行政工作",60小时以上,比较满意,非常好,"教学: 49%, 研究: 36%, 行政工作: 15%, 其他: 0%",从不,比较同意,有时,"职称评定, 工作不稳定性, 同行竞争",无回答,比较支持,很少,比较鼓励,比较合理,有时,"提高教学质量: 5, 增强研究能力: 1, 改善时间管理: 5, 减轻工作压力: 2, 明确职业目标: 1",比较有帮助,无回答,无回答,无回答
36-40岁,其他,3-5年,社会科学,副教授,有所了解,每天,"导师/同事讨论, 研究日志, 学生反馈分析",完全没有帮助,无回答,工作生活平衡,51-60小时,非常满意,比较好,"教学: 44%, 研究: 50%, 行政工作: 18%, 其他: -12%",从不,比较同意,总是,"发表压力, 申请资助",无回答,不太支持,很少,中立,非常不合理,有时,"提高教学质量: 1, 增强研究能力: 1, 改善时间管理: 5, 减轻工作压力: 4, 明确职业目标: 2",非常有帮助,无回答,无回答,无回答
25-30岁,女,3-5年,社会科学,助理教授,完全不熟悉,每天,"同行观察, 自我评估, 研究日志",比较有帮助,无回答,时间管理,40小时以下,不太满意,非常好,"教学: 33%, 研究: 40%, 行政工作: 11%, 其他: 16%",有时,比较同意,经常,"职称评定, 工作不稳定性, 教学评估",无回答,比较支持,有时,中立,非常不合理,经常,"提高教学质量: 5, 增强研究能力: 4, 改善时间管理: 2, 减轻工作压力: 5, 明确职业目标: 5",一般,无回答,无回答,无回答
36-40岁,其他,0-2年,人文学科,助理教授,非常熟悉,每月,"导师/同事讨论, 同行观察, 研究日志, 教学日志, 学生反馈分析",非常有帮助,无回答,"行政工作, 研究压力",40-50小时,非常满意,比较好,"教学: 46%, 研究: 35%, 行政工作: 28%, 其他: -9%",有时,不太同意,经常,"发表压力, 申请资助",无回答,中立,经常,比较鼓励,不太合理,有时,"提高教学质量: 4, 增强研究能力: 2, 改善时间管理: 3, 减轻工作压力: 5, 明确职业目标: 5",比较有帮助,无回答,无回答,无回答
36-40岁,不愿透露,3-5年,其他,讲师,完全不熟悉,每周,"导师/同事讨论, 教学日志",非常有帮助,无回答,研究压力,40小时以下,不太满意,比较好,"教学: 30%, 研究: 38%, 行政工作: 16%, 其他: 16%",从不,比较同意,经常,"工作不稳定性, 申请资助",无回答,比较支持,有时,不太鼓励,比较合理,很少,"提高教学质量: 4, 增强研究能力: 2, 改善时间管理: 1, 减轻工作压力: 2, 明确职业目标: 4",非常有帮助,无回答,无回答,无回答
41岁以上,不愿透露,8年以上,社会科学,助理教授,非常熟悉,每学期,"同行观察, 导师/同事讨论",一般,无回答,"工作生活平衡, 行政工作",60小时以上,非常不满意,比较好,"教学: 34%, 研究: 48%, 行政工作: 26%, 其他: -8%",总是,比较同意,经常,"职称评定, 工作不稳定性, 申请资助",无回答,比较支持,经常,比较鼓励,不太合理,很少,"提高教学质量: 2, 增强研究能力: 4, 改善时间管理: 5, 减轻工作压力: 3, 明确职业目标: 4",比较有帮助,无回答,无回答,无回答
41岁以上,不愿透露,8年以上,自然科学,助理教授,不太熟悉,每月,"研究日志, 教学日志, 导师/同事讨论",非常有帮助,无回答,"行政工作, 时间管理, 职业发展不确定性",51-60小时,不太满意,非常好,"教学: 47%, 研究: 36%, 行政工作: 29%, 其他: -12%",有时,比较同意,有时,"工作不稳定性, 申请资助, 教学评估",无回答,中立,经常,非常鼓励,比较合理,有时,"提高教学质量: 1, 增强研究能力: 5, 改善时间管理: 3, 减轻工作压力: 4, 明确职业目标: 1",不太有帮助,无回答,无回答,无回答
41岁以上,男,3-5年,自然科学,助理教授,完全不熟悉,每学期,"教学日志, 同行观察, 研究日志",比较有帮助,无回答,行政工作,51-60小时,一般,一般,"教学: 33%, 研究: 44%, 行政工作: 21%, 其他: 2%",总是,比较同意,有时,"工作不稳定性, 申请资助",无回答,不太支持,有时,中立,比较合理,有时,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 4, 减轻工作压力: 4, 明确职业目标: 3",非常有帮助,无回答,无回答,无回答
41岁以上,不愿透露,3-5年,自然科学,其他,完全不熟悉,每周,教学日志,比较有帮助,无回答,"研究压力, 时间管理, 教学负担",60小时以上,一般,比较好,"教学: 33%, 研究: 40%, 行政工作: 25%, 其他: 2%",总是,非常同意,有时,"职称评定, 工作不稳定性",无回答,非常支持,经常,比较鼓励,不太合理,从未,"提高教学质量: 1, 增强研究能力: 1, 改善时间管理: 1, 减轻工作压力: 2, 明确职业目标: 2",一般,无回答,无回答,无回答
31-35岁,其他,3-5年,社会科学,讲师,不太熟悉,每周,学生反馈分析,一般,无回答,工作生活平衡,40小时以下,非常不满意,比较好,"教学: 50%, 研究: 33%, 行政工作: 12%, 其他: 5%",总是,比较同意,经常,"发表压力, 职称评定",无回答,非常不支持,有时,比较鼓励,不太合理,有时,"提高教学质量: 2, 增强研究能力: 3, 改善时间管理: 5, 减轻工作压力: 5, 明确职业目标: 3",比较有帮助,无回答,无回答,无回答
31-35岁,其他,6-8年,其他,助理教授,完全不熟悉,每学期,"同行观察, 教学日志, 自我评估, 导师/同事讨论, 研究日志",比较有帮助,无回答,"教学负担, 职业发展不确定性, 工作生活平衡",60小时以上,不太满意,比较好,"教学: 50%, 研究: 49%, 行政工作: 17%, 其他: -16%",经常,中立,经常,"职称评定, 申请资助",无回答,比较支持,经常,非常鼓励,一般,有时,"提高教学质量: 1, 增强研究能力: 4, 改善时间管理: 2, 减轻工作压力: 2, 明确职业目标: 2",一般,无回答,无回答,无回答
31-35岁,不愿透露,8年以上,其他,讲师,不太熟悉,每天,"研究日志, 同行观察, 学生反馈分析",比较有帮助,无回答,行政工作,40-50小时,一般,比较好,"教学: 41%, 研究: 47%, 行政工作: 13%, 其他: -1%",经常,比较同意,经常,"发表压力, 申请资助, 教学评估",无回答,中立,有时,中立,不太合理,很少,"提高教学质量: 3, 增强研究能力: 1, 改善时间管理: 3, 减轻工作压力: 1, 明确职业目标: 3",比较有帮助,无回答,无回答,无回答
41岁以上,不愿透露,6-8年,自然科学,助理教授,有所了解,每天,"研究日志, 同行观察, 学生反馈分析, 导师/同事讨论, 自我评估, 教学日志",一般,无回答,"职业发展不确定性, 研究压力",51-60小时,非常不满意,比较好,"教学: 39%, 研究: 44%, 行政工作: 23%, 其他: -6%",有时,非常同意,经常,"职称评定, 同行竞争, 教学评估",无回答,中立,经常,比较鼓励,非常不合理,从未,"提高教学质量: 3, 增强研究能力: 4, 改善时间管理: 2, 减轻工作压力: 1, 明确职业目标: 2",比较有帮助,无回答,无回答,无回答
36-40岁,其他,0-2年,其他,讲师,完全不熟悉,每周,"研究日志, 自我评估, 同行观察",一般,无回答,"工作生活平衡, 职业发展不确定性, 教学负担",60小时以上,一般,比较好,"教学: 34%, 研究: 43%, 行政工作: 17%, 其他: 6%",很少,比较同意,总是,"职称评定, 发表压力",无回答,中立,总是,不太鼓励,比较合理,有时,"提高教学质量: 1, 增强研究能力: 1, 改善时间管理: 3, 减轻工作压力: 5, 明确职业目标: 3",一般,无回答,无回答,无回答
31-35岁,其他,6-8年,人文学科,副教授,不太熟悉,每月,"同行观察, 教学日志, 自我评估, 研究日志, 导师/同事讨论",不太有帮助,无回答,"时间管理, 工作生活平衡, 职业发展不确定性",40-50小时,非常不满意,非常好,"教学: 39%, 研究: 30%, 行政工作: 28%, 其他: 3%",总是,中立,经常,"发表压力, 工作不稳定性, 教学评估",无回答,中立,有时,比较鼓励,非常不合理,有时,"提高教学质量: 2, 增强研究能力: 5, 改善时间管理: 2, 减轻工作压力: 5, 明确职业目标: 2",比较有帮助,无回答,无回答,无回答
31-35岁,男,0-2年,人文学科,其他,非常熟悉,每周,"自我评估, 同行观察, 研究日志, 教学日志, 导师/同事讨论",比较有帮助,无回答,"职业发展不确定性, 行政工作, 教学负担",60小时以上,比较满意,非常好,"教学: 46%, 研究: 30%, 行政工作: 19%, 其他: 5%",总是,比较同意,经常,"职称评定, 申请资助, 教学评估",无回答,比较支持,有时,比较鼓励,非常不合理,有时,"提高教学质量: 1, 增强研究能力: 4, 改善时间管理: 2, 减轻工作压力: 3, 明确职业目标: 4",比较有帮助,无回答,无回答,无回答
41岁以上,男,3-5年,人文学科,助理教授,完全不熟悉,每周,同行观察,比较有帮助,无回答,"研究压力, 工作生活平衡, 职业发展不确定性",40-50小时,不太满意,一般,"教学: 42%, 研究: 35%, 行政工作: 25%, 其他: -2%",从不,非常同意,经常,"工作不稳定性, 同行竞争, 教学评估",无回答,不太支持,从不,中立,非常不合理,有时,"提高教学质量: 2, 增强研究能力: 1, 改善时间管理: 4, 减轻工作压力: 1, 明确职业目标: 2",非常有帮助,无回答,无回答,无回答
31-35岁,不愿透露,8年以上,人文学科,其他,非常熟悉,每周,"自我评估, 同行观察, 研究日志, 教学日志, 学生反馈分析, 导师/同事讨论",比较有帮助,无回答,"时间管理, 职业发展不确定性",40-50小时,非常不满意,比较好,"教学: 38%, 研究: 48%, 行政工作: 23%, 其他: -9%",经常,比较同意,经常,"职称评定, 同行竞争, 发表压力",无回答,中立,经常,中立,一般,经常,"提高教学质量: 3, 增强研究能力: 5, 改善时间管理: 1, 减轻工作压力: 4, 明确职业目标: 5",比较有帮助,无回答,无回答,无回答
36-40岁,其他,3-5年,工程,讲师,不太熟悉,很少或从不,"研究日志, 导师/同事讨论, 教学日志, 自我评估, 同行观察, 学生反馈分析",比较有帮助,无回答,"工作生活平衡, 教学负担, 职业发展不确定性",40-50小时,非常不满意,比较好,"教学: 40%, 研究: 42%, 行政工作: 27%, 其他: -9%",总是,中立,有时,"工作不稳定性, 同行竞争",无回答,比较支持,经常,中立,非常合理,有时,"提高教学质量: 5, 增强研究能力: 2, 改善时间管理: 4, 减轻工作压力: 5, 明确职业目标: 3",一般,无回答,无回答,无回答
31-35岁,男,0-2年,工程,其他,完全不熟悉,很少或从不,"导师/同事讨论, 学生反馈分析, 同行观察, 自我评估, 研究日志, 教学日志",一般,无回答,"教学负担, 职业发展不确定性, 工作生活平衡",60小时以上,非常不满意,一般,"教学: 31%, 研究: 48%, 行政工作: 23%, 其他: -2%",从不,比较同意,有时,"同行竞争, 申请资助, 教学评估",无回答,比较支持,很少,中立,非常不合理,有时,"提高教学质量: 1, 增强研究能力: 1, 改善时间管理: 4, 减轻工作压力: 3, 明确职业目标: 5",一般,无回答,无回答,无回答
31-35岁,男,0-2年,社会科学,副教授,比较熟悉,每周,"同行观察, 教学日志, 研究日志, 自我评估, 学生反馈分析",一般,无回答,"职业发展不确定性, 行政工作, 时间管理",60小时以上,比较满意,比较好,"教学: 37%, 研究: 49%, 行政工作: 15%, 其他: -1%",有时,中立,经常,"职称评定, 申请资助, 教学评估",无回答,非常支持,经常,中立,比较合理,有时,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 4, 减轻工作压力: 2, 明确职业目标: 3",比较有帮助,无回答,无回答,无回答
25-30岁,不愿透露,8年以上,自然科学,讲师,比较熟悉,每周,"导师/同事讨论, 学生反馈分析, 自我评估, 研究日志",一般,无回答,"时间管理, 工作生活平衡, 行政工作",60小时以上,一般,比较好,"教学: 43%, 研究: 32%, 行政工作: 22%, 其他: 3%",有时,非常同意,有时,"同行竞争, 申请资助",无回答,中立,有时,非常鼓励,一般,很少,"提高教学质量: 4, 增强研究能力: 4, 改善时间管理: 1, 减轻工作压力: 3, 明确职业目标: 4",一般,无回答,无回答,无回答
41岁以上,其他,8年以上,工程,其他,非常熟悉,每周,"学生反馈分析, 自我评估, 同行观察, 研究日志, 导师/同事讨论, 教学日志",比较有帮助,无回答,职业发展不确定性,40-50小时,不太满意,比较好,"教学: 31%, 研究: 42%, 行政工作: 27%, 其他: 0%",总是,非常同意,很少,"发表压力, 申请资助, 职称评定",无回答,比较支持,很少,比较鼓励,比较合理,有时,"提高教学质量: 1, 增强研究能力: 2, 改善时间管理: 4, 减轻工作压力: 3, 明确职业目标: 3",一般,无回答,无回答,无回答
36-40岁,其他,3-5年,工程,其他,非常熟悉,每天,"研究日志, 学生反馈分析, 同行观察, 自我评估, 导师/同事讨论, 教学日志",非常有帮助,无回答,"工作生活平衡, 研究压力, 教学负担",40小时以下,一般,一般,"教学: 39%, 研究: 39%, 行政工作: 28%, 其他: -6%",很少,比较同意,经常,申请资助,无回答,中立,有时,中立,比较合理,有时,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 5, 减轻工作压力: 4, 明确职业目标: 1",比较有帮助,无回答,无回答,无回答
31-35岁,其他,0-2年,其他,其他,完全不熟悉,每月,同行观察,非常有帮助,无回答,研究压力,60小时以上,非常不满意,比较好,"教学: 43%, 研究: 37%, 行政工作: 12%, 其他: 8%",经常,非常同意,经常,"职称评定, 工作不稳定性, 同行竞争",无回答,非常支持,总是,中立,比较合理,不确定,"提高教学质量: 3, 增强研究能力: 2, 改善时间管理: 1, 减轻工作压力: 3, 明确职业目标: 5",不太有帮助,无回答,无回答,无回答
25-30岁,女,6-8年,人文学科,副教授,比较熟悉,每周,"自我评估, 学生反馈分析",一般,无回答,"研究压力, 时间管理",40小时以下,不太满意,一般,"教学: 33%, 研究: 46%, 行政工作: 28%, 其他: -7%",从不,比较同意,有时,发表压力,无回答,中立,经常,比较鼓励,非常合理,从未,"提高教学质量: 3, 增强研究能力: 3, 改善时间管理: 3, 减轻工作压力: 1, 明确职业目标: 1",非常有帮助,无回答,无回答,无回答
25-30岁,男,3-5年,自然科学,助理教授,完全不熟悉,每天,研究日志,一般,无回答,"研究压力, 职业发展不确定性, 工作生活平衡",40-50小时,非常满意,一般,"教学: 37%, 研究: 44%, 行政工作: 29%, 其他: -10%",总是,中立,总是,"职称评定, 申请资助, 教学评估",无回答,中立,经常,非常鼓励,非常不合理,很少,"提高教学质量: 4, 增强研究能力: 1, 改善时间管理: 1, 减轻工作压力: 3, 明确职业目标: 2",比较有帮助,无回答,无回答,无回答
25-30岁,男,8年以上,人文学科,助理教授,不太熟悉,每天,"同行观察, 研究日志, 自我评估, 导师/同事讨论, 学生反馈分析",比较有帮助,无回答,"时间管理, 教学负担",40-50小时,非常不满意,非常好,"教学: 44%, 研究: 45%, 行政工作: 14%, 其他: -3%",总是,比较同意,很少,"发表压力, 同行竞争, 职称评定",无回答,非常不支持,有时,不太鼓励,不太合理,不确定,"提高教学质量: 4, 增强研究能力: 1, 改善时间管理: 2, 减轻工作压力: 2, 明确职业目标: 3",比较有帮助,无回答,无回答,无回答
41岁以上,不愿透露,8年以上,社会科学,其他,有所了解,每天,"教学日志, 学生反馈分析, 同行观察, 导师/同事讨论, 研究日志, 自我评估",比较有帮助,无回答,"教学负担, 工作生活平衡",40小时以下,比较满意,比较好,"教学: 44%, 研究: 38%, 行政工作: 12%, 其他: 6%",很少,非常不同意,总是,"职称评定, 申请资助, 发表压力",无回答,比较支持,有时,中立,非常合理,有时,"提高教学质量: 1, 增强研究能力: 3, 改善时间管理: 1, 减轻工作压力: 3, 明确职业目标: 4",非常有帮助,无回答,无回答,无回答
25-30岁,不愿透露,8年以上,自然科学,助理教授,非常熟悉,每周,教学日志,比较有帮助,无回答,"教学负担, 行政工作, 工作生活平衡",60小时以上,比较满意,非常不好,"教学: 49%, 研究: 36%, 行政工作: 30%, 其他: -15%",很少,非常同意,经常,"职称评定, 发表压力, 教学评估",无回答,不太支持,经常,非常鼓励,不太合理,很少,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 3, 减轻工作压力: 3, 明确职业目标: 5",一般,无回答,无回答,无回答
31-35岁,不愿透露,6-8年,自然科学,其他,有所了解,每周,"学生反馈分析, 导师/同事讨论, 自我评估, 研究日志, 同行观察",非常有帮助,无回答,"时间管理, 行政工作, 研究压力",51-60小时,不太满意,比较好,"教学: 34%, 研究: 49%, 行政工作: 23%, 其他: -6%",从不,比较同意,经常,"职称评定, 申请资助, 发表压力",无回答,比较支持,有时,比较鼓励,一般,很少,"提高教学质量: 3, 增强研究能力: 3, 改善时间管理: 2, 减轻工作压力: 3, 明确职业目标: 1",一般,无回答,无回答,无回答
41岁以上,其他,0-2年,其他,其他,有所了解,每周,"研究日志, 自我评估, 教学日志, 学生反馈分析, 导师/同事讨论",比较有帮助,无回答,行政工作,40小时以下,非常满意,比较好,"教学: 42%, 研究: 47%, 行政工作: 11%, 其他: 0%",经常,比较同意,很少,"发表压力, 申请资助, 职称评定",无回答,中立,经常,比较鼓励,一般,从未,"提高教学质量: 3, 增强研究能力: 1, 改善时间管理: 2, 减轻工作压力: 4, 明确职业目标: 5",非常有帮助,无回答,无回答,无回答
36-40岁,男,0-2年,其他,讲师,不太熟悉,每周,"自我评估, 学生反馈分析, 导师/同事讨论",比较有帮助,无回答,工作生活平衡,40小时以下,不太满意,一般,"教学: 33%, 研究: 43%, 行政工作: 27%, 其他: -3%",经常,比较同意,经常,"发表压力, 教学评估, 职称评定",无回答,非常支持,有时,中立,一般,很少,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 4, 减轻工作压力: 2, 明确职业目标: 1",一般,无回答,无回答,无回答
36-40岁,其他,0-2年,工程,助理教授,不太熟悉,每周,"同行观察, 研究日志",一般,无回答,"行政工作, 研究压力",60小时以上,不太满意,一般,"教学: 48%, 研究: 42%, 行政工作: 26%, 其他: -16%",从不,不太同意,从不,"职称评定, 工作不稳定性",无回答,比较支持,有时,比较鼓励,比较合理,有时,"提高教学质量: 2, 增强研究能力: 3, 改善时间管理: 3, 减轻工作压力: 2, 明确职业目标: 4",比较有帮助,无回答,无回答,无回答
31-35岁,不愿透露,6-8年,自然科学,助理教授,有所了解,每月,"学生反馈分析, 自我评估, 导师/同事讨论, 教学日志",非常有帮助,无回答,研究压力,51-60小时,一般,非常不好,"教学: 37%, 研究: 45%, 行政工作: 22%, 其他: -4%",很少,不太同意,总是,"工作不稳定性, 教学评估",无回答,不太支持,有时,比较鼓励,不太合理,有时,"提高教学质量: 2, 增强研究能力: 3, 改善时间管理: 5, 减轻工作压力: 2, 明确职业目标: 3",比较有帮助,无回答,无回答,无回答
25-30岁,男,6-8年,人文学科,副教授,有所了解,每月,"自我评估, 教学日志, 导师/同事讨论",非常有帮助,无回答,"教学负担, 职业发展不确定性, 研究压力",60小时以上,非常满意,比较好,"教学: 50%, 研究: 33%, 行政工作: 24%, 其他: -7%",有时,比较同意,总是,"发表压力, 同行竞争, 申请资助",无回答,中立,有时,比较鼓励,非常合理,从未,"提高教学质量: 3, 增强研究能力: 2, 改善时间管理: 5, 减轻工作压力: 3, 明确职业目标: 5",比较有帮助,无回答,无回答,无回答
36-40岁,女,0-2年,工程,讲师,比较熟悉,每周,教学日志,比较有帮助,无回答,"工作生活平衡, 职业发展不确定性, 行政工作",40小时以下,一般,不太好,"教学: 46%, 研究: 43%, 行政工作: 20%, 其他: -9%",总是,非常同意,经常,"职称评定, 申请资助",无回答,非常支持,经常,比较鼓励,非常不合理,很少,"提高教学质量: 2, 增强研究能力: 1, 改善时间管理: 5, 减轻工作压力: 1, 明确职业目标: 3",比较有帮助,无回答,无回答,无回答
25-30岁,其他,0-2年,工程,副教授,不太熟悉,每天,"导师/同事讨论, 学生反馈分析, 教学日志, 同行观察, 自我评估",比较有帮助,无回答,工作生活平衡,60小时以上,不太满意,非常好,"教学: 37%, 研究: 49%, 行政工作: 15%, 其他: -1%",很少,不太同意,经常,"职称评定, 申请资助",无回答,非常支持,很少,中立,一般,经常,"提高教学质量: 1, 增强研究能力: 2, 改善时间管理: 1, 减轻工作压力: 1, 明确职业目标: 1",一般,无回答,无回答,无回答
41岁以上,其他,6-8年,人文学科,副教授,不太熟悉,每周,"导师/同事讨论, 学生反馈分析",非常有帮助,无回答,"教学负担, 时间管理, 工作生活平衡",40-50小时,非常满意,不太好,"教学: 48%, 研究: 46%, 行政工作: 12%, 其他: -6%",经常,比较同意,经常,"工作不稳定性, 同行竞争, 申请资助",无回答,比较支持,有时,非常鼓励,非常不合理,有时,"提高教学质量: 5, 增强研究能力: 3, 改善时间管理: 1, 减轻工作压力: 5, 明确职业目标: 3",一般,无回答,无回答,无回答
31-35岁,女,8年以上,人文学科,副教授,完全不熟悉,每周,"同行观察, 导师/同事讨论, 研究日志, 自我评估, 学生反馈分析, 教学日志",非常有帮助,无回答,"研究压力, 时间管理",40小时以下,不太满意,比较好,"教学: 42%, 研究: 37%, 行政工作: 13%, 其他: 8%",从不,中立,经常,"发表压力, 工作不稳定性, 职称评定",无回答,比较支持,经常,非常鼓励,不太合理,有时,"提高教学质量: 2, 增强研究能力: 1, 改善时间管理: 5, 减轻工作压力: 5, 明确职业目标: 1",非常有帮助,无回答,无回答,无回答
25-30岁,不愿透露,0-2年,社会科学,其他,完全不熟悉,每月,"同行观察, 研究日志, 学生反馈分析, 教学日志, 导师/同事讨论",比较有帮助,无回答,"时间管理, 行政工作",51-60小时,不太满意,不太好,"教学: 39%, 研究: 43%, 行政工作: 23%, 其他: -5%",很少,不太同意,经常,"发表压力, 申请资助",无回答,比较支持,经常,中立,非常合理,有时,"提高教学质量: 1, 增强研究能力: 5, 改善时间管理: 3, 减轻工作压力: 1, 明确职业目标: 1",非常有帮助,无回答,无回答,无回答
31-35岁,不愿透露,0-2年,工程,其他,不太熟悉,每周,"研究日志, 同行观察, 学生反馈分析, 导师/同事讨论, 自我评估",一般,无回答,"职业发展不确定性, 工作生活平衡, 研究压力",40小时以下,非常满意,比较好,"教学: 49%, 研究: 37%, 行政工作: 15%, 其他: -1%",总是,中立,经常,"同行竞争, 申请资助",无回答,中立,有时,非常鼓励,一般,很少,"提高教学质量: 5, 增强研究能力: 3, 改善时间管理: 5, 减轻工作压力: 1, 明确职业目标: 1",比较有帮助,无回答,无回答,无回答
25-30岁,女,3-5年,社会科学,其他,非常熟悉,每天,"学生反馈分析, 教学日志",比较有帮助,无回答,"职业发展不确定性, 时间管理, 教学负担",40小时以下,一般,非常好,"教学: 32%, 研究: 39%, 行政工作: 28%, 其他: 1%",总是,比较同意,经常,"工作不稳定性, 申请资助",无回答,中立,经常,中立,非常不合理,有时,"提高教学质量: 1, 增强研究能力: 1, 改善时间管理: 1, 减轻工作压力: 1, 明确职业目标: 3",一般,无回答,无回答,无回答
41岁以上,男,3-5年,工程,其他,比较熟悉,每周,"研究日志, 自我评估, 导师/同事讨论, 教学日志",一般,无回答,"研究压力, 职业发展不确定性",60小时以上,非常不满意,不太好,"教学: 32%, 研究: 48%, 行政工作: 15%, 其他: 5%",总是,比较同意,经常,"发表压力, 工作不稳定性, 同行竞争",无回答,中立,有时,不太鼓励,不太合理,不确定,"提高教学质量: 1, 增强研究能力: 4, 改善时间管理: 1, 减轻工作压力: 1, 明确职业目标: 5",一般,无回答,无回答,无回答
36-40岁,不愿透露,8年以上,其他,其他,比较熟悉,每周,"学生反馈分析, 同行观察, 研究日志",非常有帮助,无回答,职业发展不确定性,40小时以下,非常满意,不太好,"教学: 44%, 研究: 43%, 行政工作: 27%, 其他: -14%",有时,非常同意,有时,"发表压力, 教学评估, 职称评定",无回答,中立,经常,非常鼓励,非常合理,很少,"提高教学质量: 3, 增强研究能力: 3, 改善时间管理: 4, 减轻工作压力: 5, 明确职业目标: 5",一般,无回答,无回答,无回答
31-35岁,其他,6-8年,社会科学,副教授,完全不熟悉,每周,"导师/同事讨论, 研究日志",非常有帮助,无回答,"时间管理, 职业发展不确定性",40-50小时,比较满意,非常好,"教学: 42%, 研究: 37%, 行政工作: 24%, 其他: -3%",有时,不太同意,总是,"发表压力, 教学评估",无回答,中立,有时,不太鼓励,不太合理,很少,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 2, 减轻工作压力: 5, 明确职业目标: 4",比较有帮助,无回答,无回答,无回答
41岁以上,其他,6-8年,其他,讲师,非常熟悉,每周,"同行观察, 研究日志, 自我评估, 学生反馈分析",比较有帮助,无回答,"行政工作, 时间管理",40小时以下,比较满意,非常好,"教学: 42%, 研究: 37%, 行政工作: 26%, 其他: -5%",总是,比较同意,有时,"申请资助, 教学评估",无回答,比较支持,经常,比较鼓励,比较合理,很少,"提高教学质量: 2, 增强研究能力: 2, 改善时间管理: 4, 减轻工作压力: 3, 明确职业目标: 2",非常有帮助,无回答,无回答,无回答
31-35岁,女,8年以上,自然科学,助理教授,不太熟悉,每周,"研究日志, 导师/同事讨论",比较有帮助,无回答,"行政工作, 职业发展不确定性",40-50小时,一般,比较好,"教学: 31%, 研究: 41%, 行政工作: 27%, 其他: 1%",从不,比较同意,有时,"职称评定, 申请资助, 发表压力",无回答,中立,有时,非常鼓励,比较合理,不确定,"提高教学质量: 3, 增强研究能力: 4, 改善时间管理: 4, 减轻工作压力: 4, 明确职业目标: 5",一般,无回答,无回答,无回答
25-30岁,女,0-2年,自然科学,其他,非常熟悉,每周,"自我评估, 同行观察, 研究日志, 教学日志",非常有帮助,无回答,教学负担,60小时以上,比较满意,比较好,"教学: 50%, 研究: 35%, 行政工作: 17%, 其他: -2%",经常,比较同意,总是,"发表压力, 申请资助, 职称评定",无回答,中立,经常,中立,一般,有时,"提高教学质量: 5, 增强研究能力: 3, 改善时间管理: 1, 减轻工作压力: 4, 明确职业目标: 4",一般,无回答,无回答,无回答
36-40岁,不愿透露,6-8年,社会科学,副教授,完全不熟悉,每周,导师/同事讨论,比较有帮助,无回答,"职业发展不确定性, 工作生活平衡, 教学负担",40小时以下,比较满意,非常好,"教学: 48%, 研究: 50%, 行政工作: 16%, 其他: -14%",有时,比较同意,经常,"发表压力, 同行竞争",无回答,比较支持,很少,中立,比较合理,有时,"提高教学质量: 4, 增强研究能力: 4, 改善时间管理: 5, 减轻工作压力: 2, 明确职业目标: 3",不太有帮助,无回答,无回答,无回答
